subject,group,version,recall_description,event,recall_order,event_num,scene,scene_location,theme,event_description,word_count
307,younger,exp1,and then there's a homeless person and Larry David offers him to have his tuna sandwich but the guy says no and then Larry David's like really surprised because the guy turned down free food but the guy didn't like tuna,A3,2,3.0,A,Walking on the Street,Caterer,A homeless man holding a cup interrupts Larry and David and asks for spare change. Larry and Jeff responds by saying they do not have spare change and offers a tuna sandwich instead.  The homeless man refuses the tuna sandwich and says he does not like tuna Larry and Jeff are surprised that he refused and walks in a building.,41
307,younger,exp1,when I think his friend starts telling him about how he got a new car,A2,3,2.0,A,Walking on the Street,Chevy,Jeff tells Larry that he is getting a 57 Chevy convertible from a neighbor. ,15
307,younger,exp1,and then Larry is home he's like talking to his wife and his wife's friend and his wife's friend rented or borrowed a movie from the wife I think it was like Grapes of Wrath or something like on VHS and she was saying that she liked the movie then she laughed,B1,4,4.0,B,The David's Back Patio,Other,Larry walks through his kitchen and into the patio area and sees his wife Cheryl with her friend Julie. Larry said hi to Julie and Cheryl tells him that she is returning a movie called Sour Grapes. Cheryl asks Julie what she thought of Sour Grapes. Julie responds by saying that she enjoyed it. Larry jokes about the movie and makes facial expressions and impressions.,52
307,younger,exp1,and then Larry was saying how she probably didn't actually like the movie and that his wife Cheryl should stop loaning it out ,B6,5,9.0,B,The David's Back Patio,Other,Cheryl tells Larry that Julie liked the movie but Larry does not believe her. Larry tells Cheryl not to loan the movie out.,24
307,younger,exp1,and then his wife starts talking about having a dinner party and then Larry's like well I bet you I won't enjoy it and then Cheryl was like okay let's make a bet and then she lost the bet she had to give him road head was a bet and then the scene continues I think it's just that,B7,6,10.0,B,The David's Back Patio,Dinner_Party,Larry questions why she wants to have a dinner party. Cheryl says parties are fun. Larry makes a bet with Cheryl saying that he will not like the dinner party. The bet is a blowjob in the car. ,59
307,younger,exp1, just goes to their dinner party I think,E1,7,16.0,E,Dinner Party,Dinner_Party,"At the dinner party, Larry talks to a couple who are moving from Covina to Downy. Larry tells his wife. Larry then starts talking to a couple who recently went on a cruise. At the cruise, they saw a show about Annie. Larry sees a man named Mike looking at him. They begin talking about Seinfield and Mike asks Larry if Larry gets paid for the re-runs that is still aired. ",9
307,younger,exp1,Larry David is with oh he's in his friends office I forget his name the one I think the one who's with the beginning and​ he's just talking to him and then I'll I think his name is Jeff ,C1,8,11.0,C,Jeff's Office,Caterer,Jeff and Larry are in Jeff's office and Jeff tells Larry that the caterer is great.,40
307,younger,exp1,and then all the sudden that guy like comes over from his desk to sit on the couch with Larry and he's talking about how like Larry's didn't congratulate him on getting an car and they take the new car out for a spin and he lets Larry test drive it,C2,9,12.0,C,Jeff's Office,Chevy,Jeff moves to the couch and tells Larry that he is disappointed that Larry did not congratulate him on his new car. Larry apologizes for not congratulating Jeff about the new car. Jeff suggests that they take the car for a drive and that Larry drives.,51
307,younger,exp1,and then Larry's driving the car,D1,10,13.0,D,Driving Chevy on the Street,Chevy,Jeff and Larry take the car for a drive and Jeff is impressed with the car and understands why Jeff was upset.,6
307,younger,exp1,he is stopped at a stop sign and there's like a commercial on radio for AAMCO I think and there's like two beeping car horn things in between like the two A's in the MCO of the commercial so then Larry here's the two little car horn​ ​​and thinks that it's the car behind him not the commercial so he gets mad the car behind him and starts yelling at them and then they get mad at Larry and then they like bump his friends car drive off and they can't get the plates so this guy his friend Jeff I think his car is like smashed oh he has a 57 Chevy and it's blue and then he's madly,D3,11,15.0,D,Driving Chevy on the Street,Chevy,Larry tells Jeff to turn the radio on. Larry wants to head back but Jeff insists they continue.  An AAMCO commercial comes on the radio with two beeps. Larry thinks the car behind him is honking at them and yells at them saying that there is a stop sign. Larry thinks the car behind him is honking at them and yells at them saying that there is a stop sign. Larry thinks the car behind him is honking at them and yells at them saying that there is a stop sign. Jeff says that it is the radio and the car hits their car. Larry keeps yelling at the car and the car drives away. Jeff yells to Larry to the the license plate number and Larry makes note of the license plate number: 4-Y-Something. Jeff is frustrated and gets out of the car to look at the damage. Larry also gets out of the car to check the damage. Jeff yells at Larry that it was the radio. Jeff gets back in his car and Larry explains the he thought the car honked at him. Jeff asks if he's ever heard of the AAMCO commercial before.,120
307,younger,exp1,Larry goes to his dinner party he goes home he's with his wife he starts talking to some random guy before they're just forget what they're talking about but yeah he's making small talk with Cheryl,E1,12,16.0,E,Dinner Party,Dinner_Party,"At the dinner party, Larry talks to a couple who are moving from Covina to Downy. Larry tells his wife. Larry then starts talking to a couple who recently went on a cruise. At the cruise, they saw a show about Annie. Larry sees a man named Mike looking at him. They begin talking about Seinfield and Mike asks Larry if Larry gets paid for the re-runs that is still aired. ",36
307,younger,exp1,Cheryl introduces him to this guy who works for AAMCO and he offers to fix Larry's car or not Larry's cars friend's car,E2,13,17.0,E,Dinner Party,Chevy,Mike makes a comment about how it will be good if he got paid for all the AAMCO transmissions and Larry thinks Cheryl told Mike about the incident. Mike says he owns 3 AAMCO stations. Larry tells Mike that Jeff got a 57 Chevy and then talks about the car accident he got into with Jeff earlier.  Mike tells Larry that he can take a look at the damaged car.,23
307,younger,exp1,and then they all have dinner,E6,14,21.0,E,Dinner Party,Dinner_Party,"The guests enter the dining room and Cheryl directs them to take a seat anywhere they would like. Mike takes the head of the table and Larry is surprised. Mike asks like he is the host with a prayer, speech, and cheers. Larry is annoyed and talks to the guest next to him about the move from Covina to Downy.",6
307,younger,exp1,and before or they mentioned the person who catered the dinner was one of the guy who I think his name is Jeff his like person cater for them,C1,15,11.0,C,Jeff's Office,Caterer,Jeff and Larry are in Jeff's office and Jeff tells Larry that the caterer is great.,29
307,younger,exp1,so they go they sit down they have dinner and then the guy that Larry just met who works at the Aamco Aamco stations decides to like take Larry seat cuz his wife says you can sit wherever you want so then that guy sits and Larry seat at the head of the table and they start saying grace which is funny because Larry is Jewish so he didn't really participating and then the guys just kind of like taking his spot and then they eat Larry’s like Go you can have her salad now and they start eating and then the dinner party ends,E6,16,21.0,E,Dinner Party,Dinner_Party,"The guests enter the dining room and Cheryl directs them to take a seat anywhere they would like. Mike takes the head of the table and Larry is surprised. Mike asks like he is the host with a prayer, speech, and cheers. Larry is annoyed and talks to the guest next to him about the move from Covina to Downy.",105
307,younger,exp1,and Larry and Cheryl are like going to bed and they're talkin and they mentioned how,F1,17,22.0,F,The Davids' Bedroom,Dinner_Party,Larry and Cheryl is in the bedroom talking about the dinner party. Larry mentions that Mike took the head of table.,16
307,younger,exp1,oh larry brings up the bet cuz he's like I didn't enjoy myself to Cheryl asking him if he had a good time he didn't Larry was like bring some Jewish Friends next time,F3,18,24.0,F,The Davids' Bedroom,Dinner_Party,Larry talks more about the dinner party and mentions that they said grace. Cheryl asks Larry if he had a good time at the dinner party. Larry says no and reminds Cheryl that she lost a bet.,34
307,younger,exp1,and they keep talking and they I think they bring up the guy who said he can fix Larry's friends car and then I think oh and then actually know they didn't bring that up,F2,19,23.0,F,The Davids' Bedroom,Caterer,Larry tells Cheryl that Mike is going to fix Jeff's car.,35
307,younger,exp1,goes to the next morning,G1,20,25.0,G,The Davids' Kitchen,Other,Larry enters the kitchen and Cheryl is at the table. Larry mentions he wants to get a new toothpaste. ,5
307,younger,exp1,and they got a message on their phone like their home phone and it's from the guy he said he could fix the car and oh yeah he said he wanted to speak to Larry about some like personal issue and Larry like freaking out cuz he's like did I do something to offend this guy and then Cheryl brings up how she mentioned that they don't like people staying at their guest house I think it was like in the Hamptons or something like that something like that I don't think that was exactly it but anyways so then Cheryl mentions how like that guy I think his wife or something overheard and they were planning on going there so as she's got like offended cuz she thought that that implied that the David's didn't want them at their guest house like she thought that they were hinting at that even though that wasn't the case so Larry's going to go head over to talk to the Aamco guy ,G2,21,26.0,G,The Davids' Kitchen,Dinner_Party,Larry notices that there is a message on the answering machine. The message is from Mike and tells Larry that he feels weird about something from the dinner party. Larry and Cheryl speculate what the message is about and Larry thinks it might be about Mike taking the head of table. Cheryl tells Larry it might be about how Larry does not like it when people stay at their guesthouse in Martha's Vineyard. Maggie might have overheard and might have told Mike because Maggie and Mike were planning on going to vacation there. ,171
307,younger,exp1,but he wants to get I think it was like an apple turnover from the caterer that they had at their party the other night and he goes to the fridge to get them they're not there he yeah he says that and then Cheryl's like Lemme see cuz she doesn’t think​ he can look for them right and then she looks at the fridge and there is there's no apple turnovers so then she realizes that none of the food from the catered event is there like​ none of the caterer’s food is there so they she realizes that the caterer must have taken the food with her so then they she gets mad she calls the caterer and she’s like did anyone give you permission to take the food and obviously no one did and so she sets it up so that Larry's just going to drive over there and pick up the food from the Caterers house ,G3,22,27.0,G,The Davids' Kitchen,Caterer,Larry wants an apple turnover and walks over to the refrigerator but can't find it. Cheryl looks for the leftovers after. The leftovers seem to be missing. Cheryl and Larry are wondering if the caterer took the leftovers. Larry vaguely remembers seeing the caterer walk out with a platter. Cheryl calls the caterer and the caterer admits that she took the leftovers home. Cheryl tells her that she will cancel the check if she does not get the leftovers back. Cheryl tells her that Larry will pick up the leftovers.,161
307,younger,exp1,so he goes there and then the caterer is like clearly lying about taking the food she’s like oh yeah I guess I did that and then she like says that it might not have survived the trip over there or something and Larry's just asking for the food back and she's saying how like she donated it to some like food bank or something and then someone of her like the Caterers workers comes in says something about dropping the food off at Jeff's house and his name is Jeff I think and then Larry realizes that the his food from his party some of it will be at Jeff's house then he after he talked to the caterer takes food,H1,23,28.0,H,Caterer's House,Caterer,Larry is at the caterer's house and asks for the food. The caterer tells him that she gave the food to the homeless shelter. Another woman comes by and tells the caterer that she dropped the food off to Jeff's. Larry and the caterer continue to argue and the caterer is in denial.,122
307,younger,exp1,he can he goes to Jeff's house cuz he realizes Jeff as the turnover is Jeff sitting at the table having breakfast offers him a turnover,I1,24,29.0,I,Jeff's Kitchen,Caterer,Jeff is eating the leftover chicken when Larry visits. Jeff tells Larry that he was going to drop them off to his house. Larry sits down and eats the apple turnovers. ,26
307,younger,exp1,and he tells him about the issue that there might be with getting his car fixed because that guy said he needed to speak to Larry,I2,25,30.0,I,Jeff's Kitchen,Chevy,Jeff brings up a message that Larry left him and Larry says there might be a problem. Larry begins explaining the situation about Martha's Vineyard. ,26
307,younger,exp1,so they go to a Aamco shop I guess where his car is getting repaired and the guy who's repairing the car is like okay so there's good news there's bad news and the good news was that I don't know he did the bad news first and he said the bad news was some issue whatever issue with the car and then the good news he says my rash cleared up and then what happens after that so he did he's just talking about how like he'll fix the car and he'll do like the labor for free they just need to provide the parts on Larry's like no I'll pay for the labor and he's talking about the guy who’s fixing the car is like yeah like not that many people know how to fix this car but I can do it and Larry’s thanking him,J1,26,31.0,J,AAMCO Station,Chevy,Larry and Jeff are at the AAMCO station. Mike tells them that there is an issue with the transmission and that he can fix it. ,148
307,younger,exp1,and then he asked to speak to Larry in private and Jeff is just like in the shop still,J2,27,32.0,J,AAMCO Station,Dinner_Party,Mike asks Larry if he can speak to him in private.,19
307,younger,exp1,so him and Larry going to his back office and they like talking he said the office is messy Larry's like you should see my office and then what are they talk about oh so they talk about he brings up how there was like an issue that he wanted to talk to Larry about was that he felt bad for taking Larry seat at the table he apologizes for doing that cuz it was like Larry's house he should be at the head of the table and Larry's like oh it's no big deal and he's really relieved cuz he thought it was about the Guesthouse thing and he brings that up to the guy and he's like he thought it was he explains how he thought it was about that and then then the guy that aamco guy I was like oh no it wasn't that but you know speaking I like he just has like I wasn't that but it sounds like you don't want me to stay at your guest house like I would want to see he makes it sound like he wouldn't want to stay at the guest house anyway he has his own friends he wouldn't impose on Larry Like Larry shouldn't expect that he should that this guy is like just for a guest house to stay in you know they already have their own plans so he gets kind of offended by Larry bringing up that he thought that way and then him and Larry just like end the conversation kind of abruptly the guys just like I'm really busy got a lot of things to attend to and he like I think he gets on his phone and then Larry just leaves,J4,28,34.0,J,AAMCO Station,Dinner_Party,"Mike tells Larry to take a seat in his office and thanks him about the dinner party. Mike begins to apologize to Larry but Larry cuts him off and tells him that Cheryl should have not said anything about the vineyard. Mike was apologizing for taking the head of the table. Larry and Mike argue, talking past each other. Mike ends the conversation.",292
307,younger,exp1,and then Larry and his friend Jeff I guess drive off in the Chevy and it's like really noisy still like it's clearly it clearly hasn’t been fixed after that I guess they just go back,J5,29,35.0,J,AAMCO Station,Chevy,Jeff and Larry are driving in the 57 Chevy in silence and there is a rumbling sound from the car. ,36
307,younger,exp1,and then oh yeah and then after this if there's like something in between butt Larry is like walking on the street again and he sees the homeless guy I don't know if it's the same one and he asks him if he's ever been to the the food bank where the caterer said that she had dropped off Larry's like leftovers and he​ he's like yeah and then Larry's like oh do they what do they serve there like I forget what the stuff is called it's like chicken and something orange and then like seafood salad is what he has and he's like so they ever serve any of that and the guys like sir like soup and peanut butter so Larry realizes that the late the caterer obviously lied and then he just offers the the catered food to the homeless guy which like I said was like seafood salad chicken orange or something like that and then he like walks into a building,K1,30,36.0,K,Walking on the Street,Caterer,Larry is walking down the street with platters of food and a homeless man asks if he has any spare change. Larry asks the homeless man if he goes to the shelter and what food they serve there. The homeless man tells Larry that they usually serve soup and peanut butter. Larry asks if the homeless man wants the food and the homeless man takes it.,167
307,younger,exp1,and then I guess they cut to a scene where like he's going home from dinner with Cheryl or something and I talked about how the dinner is nice and then Larry like brings up the bet and then he's like someone lost a bet and then they like proceed till like imply that they're going on the bet and then that's the final scene before the credits and then the credits go I'm done​ ,L1,31,37.0,L,The Davids' Car,Dinner_Party,Cheryl and Larry are driving from dinner and Larry reminds Cheryl about the bet.,75
308,younger,exp1,​​so it started out with a husband and a wife pair and​ the husband came home to meet his wife and his wife's friend they were talking about a book that she let her borrow and he didn't seem very happy​ about it all the book was about some about sour grapes and the woman were talking,B1,1,4.0,B,The David's Back Patio,Other,Larry walks through his kitchen and into the patio area and sees his wife Cheryl with her friend Julie. Larry said hi to Julie and Cheryl tells him that she is returning a movie called Sour Grapes. Cheryl asks Julie what she thought of Sour Grapes. Julie responds by saying that she enjoyed it. Larry jokes about the movie and makes facial expressions and impressions.,57
308,younger,exp1,and then they were talking about the dinner party they're going to have later,B2,2,5.0,B,The David's Back Patio,Dinner_Party,Julie gets up to leave and mentions the dinner party on Friday night,14
308,younger,exp1,and then​ she somehow she didn't have a caterer for the party and then after that husband said that he knew someone who had who is able to cater the food which was​ his friend I think he was named Jeff there's a woman that he knew and he said that he would call her up or call him up and then​ ,B3,3,6.0,B,The David's Back Patio,Caterer,Cheryl mentions that their caterer cancelled. Larry asks why the caterer cancelled and Cheryl says it is due to personal reasons. Larry suggests that Cheryl calls's Jeff's neighbor to cater the dinner,63
308,younger,exp1,and then what happened is that he call asking for the caterer to call him or for Jeff to get the phone number for the caterer,B5,4,8.0,B,The David's Back Patio,Caterer,Larry picks up the phone and leaves Jeff a message asking for the caterer's phone number,26
308,younger,exp1,"and then they were talking about the party​ and about how he wouldn't have fun and well there, maybe he wouldn't have fun and then and then​ and then she was saying you're all kind of funny that I will see her having a bet and that if they didn't have her if you didn't have fun or something along those lines then she was getting a b******* and​ ",B7,5,10.0,B,The David's Back Patio,Dinner_Party,Larry questions why she wants to have a dinner party. Cheryl says parties are fun. Larry makes a bet with Cheryl saying that he will not like the dinner party. The bet is a blowjob in the car. ,70
308,younger,exp1,​​after that we went to him hang out with his friend Jeff and his work and he was from the couch Jeff was saying I have something to tell you​ I feel I feel upset about something he went over to join him on the couch and they were talking about how he said that he's upset that he didn't congratulate him on his car​ and he said he didn't know that he had to congratulate his friend on his car and that you would say those things if someone someone get the car and so in response his friend told him that he wanted to give him a ride in his new car​ that's a blue car Chevy something,C2,6,12.0,C,Jeff's Office,Chevy,Jeff moves to the couch and tells Larry that he is disappointed that Larry did not congratulate him on his new car. Larry apologizes for not congratulating Jeff about the new car. Jeff suggests that they take the car for a drive and that Larry drives.,120
308,younger,exp1,so then they're on the road and the main character is the one driving and his friends in the other seat passenger seat driving along and miss you stop sign and then at that stop sign he stopped and there's a car behind him and then I guess there's some song that says in the radio still played it beforehand and then​ and then they the song had like they was playing the tune for the song and that song had a car beep in the middle of it​ and then he mistook the car beep for the person behind him leaving behind him and so he started fighting at him and yelling at him​ calling him some names and then they're both yelling at each other and the car behind him decided to rear-end him and then and then​ he drove away that away really fast and they were trying to get license plate number but he said it was like 4 something I didn't catch license plate number and then​ they started they went to go look at what happened and if there is any dents or anything and I ended up I think being some problems we never actually got to view but then they started the car back up​ decide now is fine with driving and they heard some noises at the car was making so something’s wrong maybe with the transmission and but they they are both upset and then the main character apologized​ I felt bad and then he came back home,D3,7,15.0,D,Driving Chevy on the Street,Chevy,Larry tells Jeff to turn the radio on. Larry wants to head back but Jeff insists they continue.  An AAMCO commercial comes on the radio with two beeps. Larry thinks the car behind him is honking at them and yells at them saying that there is a stop sign. Larry thinks the car behind him is honking at them and yells at them saying that there is a stop sign. Larry thinks the car behind him is honking at them and yells at them saying that there is a stop sign. Jeff says that it is the radio and the car hits their car. Larry keeps yelling at the car and the car drives away. Jeff yells to Larry to the the license plate number and Larry makes note of the license plate number: 4-Y-Something. Jeff is frustrated and gets out of the car to look at the damage. Larry also gets out of the car to check the damage. Jeff yells at Larry that it was the radio. Jeff gets back in his car and Larry explains the he thought the car honked at him. Jeff asks if he's ever heard of the AAMCO commercial before.,258
308,younger,exp1,there's also scene that jumped around that when they're walking​ to their office there was a homeless man outside asking for change and it was the very beginning and he asked he was asking for change change the main character said​ he’s referring to a brown bag and then he's the homeless man asked what is it and then the main character said it was tuna and so in response the ​ homeless man said I don't like tuna so then main character said okay he doesn't like tuna so they went inside their office,A3,8,3.0,A,Walking on the Street,Caterer,A homeless man holding a cup interrupts Larry and David and asks for spare change. Larry and Jeff responds by saying they do not have spare change and offers a tuna sandwich instead.  The homeless man refuses the tuna sandwich and says he does not like tuna Larry and Jeff are surprised that he refused and walks in a building.,95
308,younger,exp1,and then also then there was back to this scene for party​ they went there in a room full of friends and they were talking different couples there was the first couple of that they were talking to about talking how they're going to move locations so that it's better for them TimeWise going to work and then they talk to the another man ,E1,9,16.0,E,Dinner Party,Dinner_Party,"At the dinner party, Larry talks to a couple who are moving from Covina to Downy. Larry tells his wife. Larry then starts talking to a couple who recently went on a cruise. At the cruise, they saw a show about Annie. Larry sees a man named Mike looking at him. They begin talking about Seinfield and Mike asks Larry if Larry gets paid for the re-runs that is still aired. ",65
308,younger,exp1,actually worked for aamco and this man was saying that he​ liked his paintings and then they introduced each other and then and then what happened was that they were talking and he was saying​ he didn't believe him at first he works for AAMCO there's whole thing about him not believing him and I'm going back and forth saying why do I would I lie and you were really working for aamco no you don't and then unvolve like the wife’s saying he does work for aamco​ blah blah and then they were talking about he said that's great has lines about how he says he started telling him the story about how his friend had that car who​ got into the accident and he said I was a good thing that you took away their talk about how you can help them with the car and then he say. Thank you and then they said no thank you​ ,E2,10,17.0,E,Dinner Party,Chevy,Mike makes a comment about how it will be good if he got paid for all the AAMCO transmissions and Larry thinks Cheryl told Mike about the incident. Mike says he owns 3 AAMCO stations. Larry tells Mike that Jeff got a 57 Chevy and then talks about the car accident he got into with Jeff earlier.  Mike tells Larry that he can take a look at the damaged car.,161
308,younger,exp1,​​we're going to go eat food now it's and then they went and now this is where it was dinnertime and they went towards the room all together as a group and then the wife said that everyone come eat this is the friend that said it but she said you can sit anywhere you like​ and everyone started sitting down one side of the table and then the​ the the new guy he met a he went to go sit down at The opposite end where I guess was the main characters seat where he usually sits at​ and then and then so he sat down next to him instead and he kind of was the one leading the conversation not the main character​ the other guy maybe his name is actually Jeff I'm not sure but he was saying that he was kind of giving like a small speech and saying that​ saying I know he did give he did give a religious pray a prayer beforehand before that and then then he said that​ cheers to friends coming together and then the main character asks is it okay to eat my salad now because he wasn't sure and then he told the wife​ now it's okay to eat your salad until you started to eat and while they were eating there was the same man that he thought he was talking to earlier the one that was saying he's going to move into his to his right​ at the table and and they said he was talking about how when he moves away it's going to be better for his taxes​ and everyone’s eating it was a nice dinner table set-up,E6,11,21.0,E,Dinner Party,Dinner_Party,"The guests enter the dining room and Cheryl directs them to take a seat anywhere they would like. Mike takes the head of the table and Larry is surprised. Mike asks like he is the host with a prayer, speech, and cheers. Larry is annoyed and talks to the guest next to him about the move from Covina to Downy.",284
308,younger,exp1,and then it was that night then after dinner​ everyone left and he knew it the scene was now with the husband and the wife back at the room I mean she was saying she was getting​ ready for like bedtime and things,F1,12,22.0,F,The Davids' Bedroom,Dinner_Party,Larry and Cheryl is in the bedroom talking about the dinner party. Larry mentions that Mike took the head of table.,43
308,younger,exp1,and they were talking about the party and how it went and like and the bet they made and he was so she asked if you had fun he said oh yeah yeah so much fun​ and then he’s saying he wanted other people there he said he wanted other people there,F3,13,24.0,F,The Davids' Bedroom,Dinner_Party,Larry talks more about the dinner party and mentions that they said grace. Cheryl asks Larry if he had a good time at the dinner party. Larry says no and reminds Cheryl that she lost a bet.,52
308,younger,exp1,and then​ the next morning the wife is already already out at The Breakfast Table and the husband comes in​ ,G1,14,25.0,G,The Davids' Kitchen,Other,Larry enters the kitchen and Cheryl is at the table. Larry mentions he wants to get a new toothpaste. ,21
308,younger,exp1,"​​he said he walks Amelie over to the the phone where she's he notices that there's a missed call and a voicemail left and so he replayed it he said what is this what is what did you hear​ phone call and she says no I didn't hear any phone calls so weird and he plays the voicemail back and it turns out that it was a phone call from the man from the day before​ ​​who works for aamco and he's was in his message he said something about him feeling uncomfortable regarding something the night before​ that if he can call him back please as soon as you can and then is left the main character kind of upset because he doesn't like messages where people​ say I guess there's something wrong with them and they don't say what it is or and they don't just say hey call me back and so because of that he was talking to his wife and he was saying​ all those reasons to him like that and she was kind of agreeing with him about the situation and then they are trying to contemplate what it was and that would make him uncomfortable cuz he was saying that he couldn't remember or recall anything from the night before that he did that could make him feel uncomfortable other than him stealing his seat because he asked his wife what was that about when they first came to him about​ why did he take his spot and then and then they were still talking about what could have been and she said​ oh wait maybe it could have been the conversation that I had that I think it was a woman named Maggie overheard which was ammco’s wife​ She just overheard her saying that she didn't want anyone letting her guest house because I guess he live on a Vineyard or they have a guest house on a Vineyard and that maybe that this implied that they wouldn't want​ 
them to stay in the house but then they both kind of were going back and forth because they were saying but it's true that we actually don't want anyone the house in our house and she said do you know what is house and they both agreed and​ yeah if it comes down to it I'm sorry about Aamco but I wouldn't want them staying in our guest house.​ ",G2,15,26.0,G,The Davids' Kitchen,Dinner_Party,Larry notices that there is a message on the answering machine. The message is from Mike and tells Larry that he feels weird about something from the dinner party. Larry and Cheryl speculate what the message is about and Larry thinks it might be about Mike taking the head of table. Cheryl tells Larry it might be about how Larry does not like it when people stay at their guesthouse in Martha's Vineyard. Maggie might have overheard and might have told Mike because Maggie and Mike were planning on going to vacation there. ,408
308,younger,exp1,​​and then right after that goes with refrigerator and he's looking for I think it's Pie or some type of it was some type of dessert and​ ​​he took an Apple Fritter or something and so he went through a looking for that like all of the the food left over from the night before and you couldn't find​ ​​anything so he called his wife over and he said he couldn't find them and then she replied she replied saying that she knew how he looks for things​ ​​implying that he doesn't really look very hard for things or maybe just doesn't look in the right places and so she said okay so she walked over and said she's helped him find it she walked over to the fridge and she looked herself and she couldn't see any of yet so then now she said where's the leftovers and they're looking for leftovers and see it and she sent where could they have gone​ ​​she then was asking who would take the food then she was saying would it have been the caterer and he said why would she do that​ ​​and then he did recall I told he recalled seeing her walking out of the party with with a box of the food of something that could have been food know he's that he's recalling it and she said​ why wouldn’t you say anything about if you saw her carrying food out,G3,16,27.0,G,The Davids' Kitchen,Caterer,Larry wants an apple turnover and walks over to the refrigerator but can't find it. Cheryl looks for the leftovers after. The leftovers seem to be missing. Cheryl and Larry are wondering if the caterer took the leftovers. Larry vaguely remembers seeing the caterer walk out with a platter. Cheryl calls the caterer and the caterer admits that she took the leftovers home. Cheryl tells her that she will cancel the check if she does not get the leftovers back. Cheryl tells her that Larry will pick up the leftovers.,243
308,younger,exp1,also there's a different time that she also said why wouldn't you say to that man about taking a seat and he said this is a different time when they're back in the room and he said that he didn't want to ruin anything with the Aamco so he didn’t want to start ​something up with him,F1,17,22.0,F,The Davids' Bedroom,Dinner_Party,Larry and Cheryl is in the bedroom talking about the dinner party. Larry mentions that Mike took the head of table.,57
308,younger,exp1,anyway though back to the leftovers and they go over the phone and the wife calls up on the caterer​ the caterer and she says hi to the caterer when we caterer answers and she says hi did you take the food back with you and​ and she said that she did and then she says well before this they also did say why would you want to do that because it's stealing to take the food that they paid for​ ​​that she made and then anyway so then she they found be confirmed that she did still just didn't steal that she took the food and back home with her and then she told her​ ​​she told the woman on the other end of the phone that her husband was going to go pick up the food later today from her house because she didn't then she would disregard the check that​ they gave her for her service and then he kind of seem upset about it at first he was saying what no I would me I don't want to go over there and pick up the food the wife though​ Sam's pretty much the same understands and says we're going to go pick up the food and then he just kind of accepts his fate,G3,18,27.0,G,The Davids' Kitchen,Caterer,Larry wants an apple turnover and walks over to the refrigerator but can't find it. Cheryl looks for the leftovers after. The leftovers seem to be missing. Cheryl and Larry are wondering if the caterer took the leftovers. Larry vaguely remembers seeing the caterer walk out with a platter. Cheryl calls the caterer and the caterer admits that she took the leftovers home. Cheryl tells her that she will cancel the check if she does not get the leftovers back. Cheryl tells her that Larry will pick up the leftovers.,218
308,younger,exp1,and then it shows​ ​him going to the caterers in the kitchen with her front of the food he says where is the chicken and the woman​ that woman also who’s the catererwas being pretty shady about it all and she was not telling him the truth which I think is weird anyway she was telling him that first you didn't know​ where the chicken was and then it was first like saying that it was there actually wasn't any chicken that was left over is like no chicken at all and then she said oh then changed it again that only three chickens at least three number and then​ she was saying that actually there was chicken but she gave it away to the homeless shelter and you know this point the main character doesn't believe her any side where I would address where is the homeless and it's like shelter​ doesn’t believe her and she goes like an ocelot address something on 4th and oh really you gave it away to that and then she says yes but she's calling a lie​ because her colleague tells her from the other room and she walks in to tell her hey I just dropped off the food at Jeff's which I’m pretty sure is the name of the guy who owns the car​ and then and then what happened is then he asked her about because Okay so​ it's not a homeless shelter he gave it to jeff and then he said where the apple fritters and she says that there is none and then​ I don't know that I'm not completely sure ,H1,19,28.0,H,Caterer's House,Caterer,Larry is at the caterer's house and asks for the food. The caterer tells him that she gave the food to the homeless shelter. Another woman comes by and tells the caterer that she dropped the food off to Jeff's. Larry and the caterer continue to argue and the caterer is in denial.,274
308,younger,exp1,and then he goes to his friends house he walks up and his friend is eating the chicken from the night before​ and he walks up and he says something long lines of how how the chicken is good huh and then what happens is​ he also finds apple fritters there and says that he actually I'm never taking advice from you again from anyone that you recommend to me in ,I1,20,29.0,I,Jeff's Kitchen,Caterer,Jeff is eating the leftover chicken when Larry visits. Jeff tells Larry that he was going to drop them off to his house. Larry sits down and eats the apple turnovers. ,72
308,younger,exp1,and the friend says I hope she's a good cook isn’t she and he’s like yea and I forget to add that earlier ​he was saying that he knows that their time at home professional she was and he was saying that he knew one professionality because he builds his career on it​ ,C1,21,11.0,C,Jeff's Office,Caterer,Jeff and Larry are in Jeff's office and Jeff tells Larry that the caterer is great.,54
308,younger,exp1,​​with that Aamco guy about his work in about how he airs shows on reruns and and the aamco guy asked him​ oh is it true that you get paid every single time that the Shelby run ,E1,22,16.0,E,Dinner Party,Dinner_Party,"At the dinner party, Larry talks to a couple who are moving from Covina to Downy. Larry tells his wife. Larry then starts talking to a couple who recently went on a cruise. At the cruise, they saw a show about Annie. Larry sees a man named Mike looking at him. They begin talking about Seinfield and Mike asks Larry if Larry gets paid for the re-runs that is still aired. ",38
308,younger,exp1,and then he says yes and he says so I wish I got paid every single time someone who's transmission I fixed a long time ago​ and in the same regards to how his work with the entertainment is,E2,23,17.0,E,Dinner Party,Chevy,Mike makes a comment about how it will be good if he got paid for all the AAMCO transmissions and Larry thinks Cheryl told Mike about the incident. Mike says he owns 3 AAMCO stations. Larry tells Mike that Jeff got a 57 Chevy and then talks about the car accident he got into with Jeff earlier.  Mike tells Larry that he can take a look at the damaged car.,39
